source_sample	source_run	bin_id	completeness_checkm2	contamination_checkm2	operational_category
MG221021	run_20260418_024525	METAMDBG-CONCOCTRefined-group-group_221021.65_sub.fa	84.01	26.05	LQ
MG221021	run_20260418_024525	METAMDBG-CONCOCTRefined-group-group_221021.68_sub.fa	38.18	4.39	LQ
MG221021	run_20260418_024525	METAMDBG-CONCOCTRefined-group-group_221021.6_sub.fa	94.37	45.47	LQ
MG221021	run_20260418_024525	METAMDBG-CONCOCTRefined-group-group_221021.88_sub.fa	65.09	20.74	LQ
MG221021	run_20260418_024525	METAMDBG-MaxBin2Refined-group-group_221021.026_sub.fa	22.6	3.54	LQ
MG221021	run_20260418_024525	METAMDBG-MaxBin2Refined-group-group_221021.030_sub.fa	80.49	32.59	LQ
MG221021	run_20260418_024525	METAMDBG-MaxBin2Refined-group-group_221021.062_sub.fa	27.44	5.19	LQ
MG221021	run_20260418_024525	METAMDBG-MaxBin2Refined-group-group_221021.064_sub.fa	28.97	4.52	LQ
MG221021	run_20260418_024525	METAMDBG-MaxBin2Refined-group-group_221021.085_sub.fa	51.26	10.64	LQ
MG221021	run_20260418_024525	METAMDBG-MaxBin2Refined-group-group_221021.096_sub.fa	47.38	9.54	LQ
MG221021	run_20260418_024525	METAMDBG-MaxBin2Refined-group-group_221021.107_sub.fa	50.27	10.88	LQ
MG221021	run_20260418_024525	METAMDBG-MaxBin2Refined-group-group_221021.111_sub.fa	34.6	5.66	LQ
MG221021	run_20260418_024525	METAMDBG-MaxBin2Refined-group-group_221021.113_sub.fa	35.88	3.86	LQ
MG221021	run_20260418_024525	METAMDBG-MaxBin2Refined-group-group_221021.115_sub.fa	37.92	2.91	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.1.fa	35.67	0.35	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.103_sub.fa	51.73	0.05	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.138_sub.fa	52.65	4.87	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.141_sub.fa	16.21	0.94	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.154_sub.fa	29.36	3.69	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.164_sub.fa	96.12	56.95	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.215.fa	79.08	2.44	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.221_sub.fa	77.17	19.59	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.222.fa	86.07	7.74	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.231_sub.fa	36.92	3.68	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.234.fa	79.16	0.93	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.245.fa	82.12	12.35	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.264_sub.fa	52.67	10.67	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.50.fa	76.99	2.1	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.53_sub.fa	56.86	2.53	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.54.fa	54.0	9.91	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.55.fa	53.98	0.9	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBAT2Refined-group-group_221021.98_sub.fa	43.98	2.32	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.1.fa	95.28	1.58	HQ_candidate
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.13.fa	48.02	6.33	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.16.fa	51.91	7.0	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.2.fa	92.23	4.19	HQ_candidate
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.27_sub.fa	47.04	3.86	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.29.fa	50.25	6.09	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.34.fa	49.42	8.53	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.35_sub.fa	55.35	9.94	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.39_sub.fa	43.62	4.32	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.44_sub.fa	35.89	7.06	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.46.fa	49.33	6.0	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.47_sub.fa	50.94	6.48	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.4_sub.fa	81.09	11.16	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.5.fa	70.99	4.44	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.52_sub.fa	50.47	9.9	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.55_sub.fa	50.35	3.69	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.58.fa	48.27	10.95	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.6.fa	71.36	8.36	MQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.62.fa	47.18	9.83	LQ
MG221021	run_20260418_024525	METAMDBG-MetaBinnerRefined-group-group_221021.68_sub.fa	64.15	9.41	MQ
MG221021	run_20260418_024525	METAMDBG-SemiBin2Refined-group-group_221021.1.fa	96.61	4.28	HQ_candidate
MG221021	run_20260418_024525	METAMDBG-SemiBin2Refined-group-group_221021.19.fa	29.3	1.25	LQ
MG221021	run_20260418_024525	METAMDBG-SemiBin2Refined-group-group_221021.218_sub.fa	84.07	37.49	LQ
MG221021	run_20260418_024525	METAMDBG-SemiBin2Refined-group-group_221021.219.fa	55.41	10.61	LQ
MG221021	run_20260418_024525	METAMDBG-SemiBin2Refined-group-group_221021.21_sub.fa	44.04	0.31	LQ
MG221021	run_20260418_024525	METAMDBG-SemiBin2Refined-group-group_221021.222.fa	46.43	3.79	LQ
MG221021	run_20260418_024525	METAMDBG-SemiBin2Refined-group-group_221021.23.fa	50.27	0.0	MQ
MG221021	run_20260418_024525	METAMDBG-SemiBin2Refined-group-group_221021.234.fa	81.07	29.47	LQ
MG221021	run_20260418_024525	METAMDBG-SemiBin2Refined-group-group_221021.237_sub.fa	60.92	6.05	MQ
MG221021	run_20260418_024525	METAMDBG-SemiBin2Refined-group-group_221021.244_sub.fa	54.14	6.19	MQ
MG221021	run_20260418_024525	METAMDBG-SemiBin2Refined-group-group_221021.4.fa	84.82	0.78	MQ
MG221021	run_20260418_024525	METAMDBG-SemiBin2Refined-group-group_221021.5.fa	79.62	2.36	MQ
MG221021	run_20260418_024525	METAMDBG-SemiBin2Refined-group-group_221021.7_sub.fa	56.88	2.71	MQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.120_sub.fa	82.85	2.71	MQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.126.fa	78.38	3.37	MQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.156_sub.fa	72.36	19.94	LQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.185_sub.fa	69.12	14.34	LQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.199.fa	73.68	6.86	MQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.203_sub.fa	88.59	30.67	LQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.20_sub.fa	76.4	11.26	LQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.226.fa	89.88	8.29	MQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.244_sub.fa	23.68	1.77	LQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.255_sub.fa	46.95	6.54	LQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.272.fa	94.49	5.89	MQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.287_sub.fa	27.01	2.28	LQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.29.fa	95.56	1.24	HQ_candidate
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.290.fa	96.92	0.92	HQ_candidate
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.40_sub.fa	74.77	22.44	LQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.67.fa	84.16	4.93	MQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.73.fa	86.54	0.95	MQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.74.fa	70.52	3.27	MQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.7_sub.fa	80.93	12.1	LQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.89.fa	95.71	5.19	MQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.96_sub.fa	91.12	5.79	MQ
MG240416	run_20260601_144953	FLYE-CONCOCTRefined-group-group_240416.9_sub.fa	83.07	6.56	MQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.018.fa	96.82	6.49	MQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.022_sub.fa	83.15	6.12	MQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.026_sub.fa	34.91	5.62	LQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.033_sub.fa	47.25	5.75	LQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.034.fa	93.06	4.47	HQ_candidate
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.035.fa	86.43	12.42	LQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.044_sub.fa	76.79	27.87	LQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.045_sub.fa	88.03	14.51	LQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.051.fa	57.33	8.35	MQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.054_sub.fa	85.3	28.52	LQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.075_sub.fa	45.88	6.66	LQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.087_sub.fa	63.33	15.09	LQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.091.fa	54.32	5.86	MQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.097.fa	25.26	6.47	LQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.105.fa	64.0	10.4	LQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.153_sub.fa	62.32	6.41	MQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.175_sub.fa	48.02	12.66	LQ
MG240416	run_20260601_144953	FLYE-MaxBin2Refined-group-group_240416.191.fa	50.92	6.06	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.100.fa	95.54	1.13	HQ_candidate
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.110.fa	100.0	5.3	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.112.fa	56.01	4.25	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.117_sub.fa	72.25	17.3	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.118.fa	89.82	1.04	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.124.fa	56.96	1.51	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.127.fa	55.79	2.99	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.143.fa	92.34	8.6	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.153.fa	82.05	2.72	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.154_sub.fa	44.21	4.49	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.183.fa	48.7	2.78	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.185.fa	81.67	11.15	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.188_sub.fa	50.76	6.64	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.200.fa	71.33	7.89	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.203.fa	92.0	2.77	HQ_candidate
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.212.fa	71.94	7.73	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.215.fa	52.18	3.61	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.219.fa	86.18	20.73	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.228_sub.fa	85.05	38.59	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.229.fa	52.9	2.08	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.23.fa	52.38	6.22	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.232.fa	60.18	7.66	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.237.fa	71.48	5.24	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.238.fa	81.28	12.4	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.239_sub.fa	78.29	3.19	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.252.fa	54.69	1.14	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.260.fa	55.25	3.24	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.264.fa	10.34	0.5	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.270.fa	77.63	10.03	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.273.fa	59.11	2.4	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.293.fa	63.43	0.52	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.303.fa	73.66	2.23	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.304.fa	35.61	1.98	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.319.fa	86.94	8.33	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.320.fa	95.41	13.71	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.322.fa	59.29	8.49	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.323.fa	76.44	8.15	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.335.fa	83.42	5.12	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.350.fa	82.05	4.24	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.367_sub.fa	63.0	2.94	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.382.fa	68.17	26.36	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.383.fa	89.19	7.0	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.401_sub.fa	51.96	1.35	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.407.fa	92.34	15.26	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.408_sub.fa	81.85	20.83	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.419.fa	92.97	0.48	HQ_candidate
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.420.fa	68.9	3.11	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.427.fa	69.62	17.94	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.432.fa	54.34	6.4	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.434.fa	22.3	0.58	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.446.fa	79.86	6.45	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.454.fa	38.58	4.76	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.457_sub.fa	27.61	8.33	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.459_sub.fa	87.43	21.49	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.465.fa	73.69	0.61	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.469_sub.fa	60.18	2.2	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.483.fa	75.3	3.21	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.493.fa	83.3	28.5	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.50.fa	83.9	12.04	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.517.fa	54.78	3.48	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.524.fa	57.22	8.07	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.53.fa	97.22	8.48	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.530.fa	57.75	5.49	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.54_sub.fa	52.02	4.18	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.554.fa	30.31	1.36	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.572.fa	84.81	3.53	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.577.fa	81.53	1.83	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.579.fa	99.59	1.49	HQ_candidate
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.583.fa	74.41	8.51	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.586.fa	77.22	5.2	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.589_sub.fa	69.5	13.85	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.595.fa	55.02	2.23	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.61.fa	71.53	5.94	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.616.fa	55.79	7.17	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.623.fa	79.81	12.61	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.624.fa	69.56	5.0	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.681.fa	92.65	5.28	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.71.fa	95.62	1.96	HQ_candidate
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.722.fa	98.48	0.59	HQ_candidate
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.745_sub.fa	62.88	19.1	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.768.fa	62.27	3.85	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.775.fa	83.96	4.49	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.776.fa	75.49	3.65	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.778_sub.fa	80.12	26.6	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.785_sub.fa	81.65	43.43	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.789.fa	55.77	5.81	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.8.fa	72.64	2.54	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.819.fa	72.97	7.77	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.82.fa	94.95	0.75	HQ_candidate
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.820.fa	97.17	2.76	HQ_candidate
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.823_sub.fa	53.83	2.76	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.828_sub.fa	82.6	36.68	LQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.833.fa	93.25	3.85	HQ_candidate
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.88.fa	80.68	9.74	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.90.fa	84.81	5.76	MQ
MG240416	run_20260601_144953	FLYE-MetaBAT2Refined-group-group_240416.92.fa	35.84	1.12	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.1.fa	98.26	5.79	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.10.fa	73.19	6.54	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.104.fa	55.09	6.48	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.108.fa	65.37	7.62	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.11.fa	74.98	2.84	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.111.fa	62.21	13.71	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.113_sub.fa	34.07	4.52	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.119.fa	51.96	7.18	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.12.fa	85.01	6.48	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.122_sub.fa	37.86	4.12	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.126_sub.fa	69.73	18.36	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.128_sub.fa	44.89	5.92	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.129_sub.fa	48.31	8.02	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.134.fa	47.5	6.37	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.137_sub.fa	59.42	11.84	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.138_sub.fa	67.31	16.7	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.147.fa	35.02	3.82	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.148.fa	55.29	10.01	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.152.fa	51.5	9.2	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.154_sub.fa	48.02	11.25	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.159.fa	54.28	6.02	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.16.fa	58.5	2.44	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.163_sub.fa	49.23	6.31	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.179_sub.fa	32.63	3.31	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.184.fa	65.02	6.01	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.19.fa	81.67	3.29	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.192_sub.fa	47.05	5.34	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.195.fa	48.2	5.55	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.20.fa	72.9	3.72	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.213_sub.fa	35.44	3.7	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.234_sub.fa	36.72	4.61	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.237_sub.fa	57.48	10.75	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.245.fa	58.63	13.41	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.252_sub.fa	42.02	5.27	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.26.fa	69.81	5.41	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.28.fa	70.41	7.53	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.30.fa	57.94	4.86	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.40.fa	46.78	3.69	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.46.fa	70.59	8.85	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.49_sub.fa	70.05	3.83	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.5.fa	83.85	2.9	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.50.fa	51.19	5.03	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.51.fa	43.97	5.45	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.57_sub.fa	57.56	7.15	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.59_sub.fa	15.5	0.29	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.62.fa	45.96	2.95	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.66.fa	51.05	6.14	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.69_sub.fa	23.57	0.76	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.71.fa	51.43	2.99	MQ
